Invoice_ID,Booking_Date,Invoice_Date,Model,Variant,Fuel_Type,Color,Sales_Channel,Salesperson_ID,Ex_Showroom_Price,Discount,Finance_Used,Exchange_Used,Gross_Margin,Net_Sale_Price
INV10498,2025-11-05,2024-01-10,Swift,Mid,Petrol,White,Walk-in,SP20,1611073,74225,Yes,No,94279,1536848
INV10499,2025-01-14,2024-08-29,City,Base,Diesel,Black,Digital,SP13,1385686,45489,No,No,76999,1340197
INV10500,2025-06-28,2024-08-19,Venue,Base,Petrol,Red,Referral,SP18,536368,63721,No,No,89674,472647
INV10501,2025-11-21,2024-10-10,Nexon,Base,Diesel,White,Walk-in,SP20,544109,42653,No,Yes,129384,501456
INV10502,2025-03-02,2025-12-15,City,Base,EV,Black,Referral,SP9,1737293,40950,No,Yes,101618,1696343
INV10503,2025-09-04,2025-12-26,Creta,Mid,Diesel,Silver,Corporate,SP4,1474501,8916,No,Yes,73426,1465585
INV10504,2024-09-24,2024-07-18,Nexon,Top,Petrol,White,Walk-in,SP8,527426,65911,No,No,78824,461515
INV10505,2025-07-30,2024-03-19,Venue,Mid,Diesel,Blue,Referral,SP1,1404064,31449,No,Yes,133174,1372615
INV10506,2025-02-20,2024-06-21,Venue,Base,Petrol,Red,Digital,SP17,1136925,20782,No,No,118910,1116143
INV10507,2024-06-16,2025-04-11,Swift,Mid,Diesel,Black,Referral,SP9,1932988,20243,Yes,Yes,94399,1912745
INV10508,2024-02-12,2025-08-03,Creta,Base,EV,White,Walk-in,SP20,1704540,29379,Yes,No,80659,1675161
INV10509,2025-07-09,2025-02-19,Nexon,Top,EV,Silver,Corporate,SP13,1013168,37780,Yes,Yes,57790,975388
INV10510,2024-10-11,2025-03-24,Nexon,Top,Diesel,Red,Referral,SP2,1476729,30740,No,Yes,134704,1445989
INV10511,2025-01-31,2024-03-27,Baleno,Top,Diesel,Red,Corporate,SP13,1171367,19984,Yes,No,115343,1151383
INV10512,2024-01-12,2024-04-10,Swift,Base,Diesel,White,Digital,SP9,544858,50,No,No,42118,544808
INV10513,2025-08-29,2024-01-08,Swift,Mid,Petrol,Silver,Referral,SP20,1769086,6590,Yes,No,72025,1762496
INV10514,2024-10-28,2024-07-18,Nexon,Top,Diesel,Black,Referral,SP6,1900762,40205,No,Yes,142453,1860557
INV10515,2024-09-09,2025-05-19,Nexon,Base,Diesel,White,Digital,SP1,1369530,15162,No,No,79938,1354368
INV10516,2025-05-13,2024-03-27,City,Base,Petrol,Black,Digital,SP5,956185,49746,Yes,No,25149,906439
INV10517,2024-02-04,2024-02-12,City,Mid,EV,Red,Digital,SP3,1430569,13105,No,Yes,58079,1417464
INV10518,2025-12-27,2025-01-19,City,Top,Diesel,Black,Walk-in,SP4,1589867,37499,Yes,Yes,22484,1552368
INV10519,2024-03-30,2025-09-12,Swift,Base,Diesel,Silver,Walk-in,SP1,1587381,36641,Yes,No,75474,1550740
INV10520,2025-08-27,2025-03-10,Baleno,Mid,EV,Blue,Referral,SP14,1647407,11628,Yes,Yes,110727,1635779
INV10521,2025-08-24,2025-02-11,Venue,Top,EV,Silver,Referral,SP9,649515,42032,Yes,No,133316,607483
INV10522,2025-02-21,2025-04-27,City,Mid,Petrol,Black,Referral,SP4,509290,65029,Yes,No,68601,444261
INV10523,2024-04-24,2025-10-25,Baleno,Mid,Diesel,White,Corporate,SP18,1942003,38516,Yes,No,141465,1903487
INV10524,2025-09-08,2024-01-17,Creta,Base,Diesel,Red,Digital,SP14,1894354,1476,Yes,Yes,137893,1892878
INV10525,2024-07-14,2025-10-06,City,Base,Petrol,Blue,Referral,SP4,1329722,40800,Yes,No,63809,1288922
INV10526,2025-05-15,2024-05-27,Venue,Base,EV,White,Digital,SP10,585186,35788,Yes,No,40791,549398
INV10527,2025-09-17,2024-10-03,Creta,Mid,Petrol,White,Walk-in,SP3,1328424,26240,No,Yes,89343,1302184
INV10528,2025-05-07,2024-08-19,Creta,Base,EV,Silver,Digital,SP7,779860,10922,No,No,46648,768938
INV10529,2024-03-15,2024-12-31,Venue,Mid,Petrol,Black,Corporate,SP10,1948612,64198,Yes,No,51090,1884414
INV10530,2025-02-16,2024-08-15,City,Mid,EV,Silver,Corporate,SP13,1285088,58739,No,No,110636,1226349
INV10531,2025-01-10,2025-10-12,Swift,Base,Petrol,Black,Digital,SP4,1399497,73602,No,Yes,116485,1325895
INV10532,2025-02-23,2025-03-11,Venue,Top,EV,Silver,Corporate,SP18,1667950,12089,Yes,No,121477,1655861
INV10533,2025-12-29,2025-02-02,Venue,Top,EV,White,Corporate,SP11,1853818,32600,Yes,Yes,37857,1821218
INV10534,2024-10-03,2024-07-29,Venue,Top,EV,Red,Walk-in,SP4,1863963,46176,No,Yes,145305,1817787
INV10535,2025-11-06,2025-01-25,Creta,Mid,EV,Black,Referral,SP14,877275,8167,Yes,No,82327,869108
INV10536,2025-01-28,2025-05-13,Baleno,Mid,EV,Blue,Corporate,SP18,1315182,78352,Yes,No,132516,1236830
INV10537,2025-04-01,2025-06-23,Swift,Mid,Diesel,Blue,Referral,SP8,1771258,21164,Yes,Yes,113386,1750094
INV10538,2024-07-10,2025-07-16,City,Base,EV,White,Digital,SP10,1434814,31415,No,No,138026,1403399
INV10539,2025-11-19,2025-05-05,City,Mid,Diesel,Silver,Digital,SP5,1341830,73653,Yes,No,62967,1268177
INV10540,2024-04-08,2025-03-17,Baleno,Base,EV,Silver,Corporate,SP7,1237902,71895,No,Yes,73709,1166007
INV10541,2025-07-01,2024-09-17,Venue,Base,Diesel,White,Digital,SP12,1492711,79900,Yes,No,87948,1412811
INV10542,2024-04-05,2024-12-15,Swift,Top,Diesel,Blue,Walk-in,SP3,806489,75829,Yes,No,68861,730660
INV10543,2025-10-25,2024-12-17,City,Top,Petrol,Blue,Corporate,SP4,1117718,58650,No,Yes,136839,1059068
INV10544,2025-10-24,2025-06-03,Nexon,Top,EV,Silver,Corporate,SP10,614921,58981,Yes,No,88718,555940
INV10545,2024-07-08,2024-11-15,City,Base,Petrol,Black,Corporate,SP4,1116017,74868,No,Yes,143307,1041149
INV10546,2024-02-06,2024-05-17,Venue,Base,Petrol,Red,Digital,SP15,1165582,615,No,Yes,142850,1164967
INV10547,2025-01-03,2025-07-03,Nexon,Base,EV,Black,Digital,SP10,1449013,45612,Yes,No,40948,1403401
INV10548,2025-11-25,2025-09-14,Baleno,Mid,Petrol,Blue,Corporate,SP16,631458,77937,Yes,Yes,53782,553521
INV10549,2025-06-08,2025-01-02,Swift,Base,EV,Black,Referral,SP15,829314,41936,No,No,70756,787378
INV10550,2024-10-05,2024-08-07,Baleno,Top,Petrol,Red,Digital,SP19,540878,29372,No,No,102789,511506
INV10551,2024-08-04,2024-12-02,Baleno,Top,EV,Black,Digital,SP20,700741,67875,Yes,Yes,125217,632866
INV10552,2024-09-29,2024-08-10,Swift,Base,EV,Black,Corporate,SP19,1525184,61700,Yes,Yes,121031,1463484
INV10553,2024-03-02,2025-10-09,Swift,Base,EV,Black,Referral,SP18,1717997,8109,Yes,Yes,88388,1709888
INV10554,2025-08-18,2024-12-25,City,Top,Diesel,Black,Corporate,SP12,1963321,23758,Yes,Yes,127381,1939563
INV10555,2025-12-29,2024-11-24,City,Base,Petrol,White,Digital,SP16,1488807,13317,Yes,Yes,104528,1475490
INV10556,2024-12-07,2025-04-07,Swift,Top,Diesel,Blue,Corporate,SP1,1983313,69001,No,Yes,86809,1914312
INV10557,2025-01-31,2025-07-14,Nexon,Mid,Petrol,Red,Corporate,SP16,1042671,51423,No,No,27649,991248
INV10558,2025-11-29,2025-01-16,Creta,Top,Petrol,Blue,Corporate,SP2,1160261,25622,No,No,49002,1134639
INV10559,2024-01-19,2025-08-12,City,Mid,Petrol,White,Referral,SP15,1329321,6800,No,Yes,54723,1322521
INV10560,2024-06-25,2025-09-08,Creta,Base,Diesel,White,Corporate,SP7,1086532,35539,Yes,No,94314,1050993
INV10561,2025-09-03,2024-06-17,Nexon,Base,Petrol,White,Digital,SP1,690091,2600,No,Yes,110312,687491
INV10562,2025-01-30,2024-08-04,Swift,Mid,Diesel,White,Corporate,SP5,1428211,71054,Yes,Yes,90085,1357157
INV10563,2025-03-20,2025-01-12,Nexon,Base,EV,Black,Referral,SP10,1894317,29369,Yes,No,101399,1864948
INV10564,2024-08-20,2024-04-28,City,Mid,Petrol,Blue,Walk-in,SP4,1200461,16689,Yes,No,31809,1183772
INV10565,2024-03-16,2024-07-08,Baleno,Base,Petrol,Silver,Referral,SP14,1200066,38469,Yes,Yes,78169,1161597
INV10566,2024-09-21,2025-01-04,Swift,Top,EV,Red,Corporate,SP13,1232444,958,Yes,Yes,28302,1231486
INV10567,2025-03-30,2024-05-28,Venue,Base,EV,White,Walk-in,SP1,515115,60012,No,Yes,28100,455103
INV10568,2025-12-18,2025-11-06,Creta,Top,Petrol,Blue,Corporate,SP16,1623955,69074,Yes,No,88447,1554881
INV10569,2025-01-18,2025-10-13,Nexon,Top,EV,White,Referral,SP9,1782129,60021,Yes,Yes,97627,1722108
INV10570,2025-07-17,2025-05-02,Swift,Mid,Diesel,White,Walk-in,SP16,1064267,50782,Yes,Yes,94635,1013485
INV10571,2025-05-20,2025-01-08,Nexon,Base,Diesel,White,Walk-in,SP19,1196001,75519,No,No,75020,1120482
INV10572,2025-01-01,2025-11-23,Swift,Mid,Petrol,White,Corporate,SP15,1093665,59315,Yes,No,25663,1034350
INV10573,2024-05-23,2024-06-08,City,Base,Diesel,White,Corporate,SP14,1030704,24642,Yes,No,115440,1006062
INV10574,2024-03-09,2024-12-16,City,Top,Diesel,Red,Referral,SP20,1428137,79003,Yes,Yes,113827,1349134
INV10575,2024-04-08,2024-10-14,City,Top,Petrol,Blue,Corporate,SP10,890929,205,No,Yes,64649,890724
INV10576,2025-01-30,2024-10-14,Nexon,Base,EV,White,Walk-in,SP12,1155954,12442,Yes,No,67136,1143512
INV10577,2024-01-25,2024-08-13,Venue,Base,Petrol,White,Digital,SP1,907609,5691,No,Yes,135242,901918
INV10578,2025-04-13,2025-06-06,City,Mid,Diesel,White,Digital,SP17,928596,38909,No,Yes,144783,889687
INV10579,2025-04-28,2025-06-05,Swift,Base,Petrol,White,Referral,SP9,1200416,19504,Yes,No,126602,1180912
INV10580,2025-07-18,2024-09-29,City,Base,Petrol,Black,Corporate,SP19,1941084,64270,No,No,56104,1876814
INV10581,2024-05-30,2025-02-05,Baleno,Base,Diesel,Black,Referral,SP18,1142531,58051,No,Yes,59137,1084480
INV10582,2024-05-23,2024-07-01,City,Mid,Diesel,Silver,Digital,SP7,1422365,38798,Yes,No,22534,1383567
INV10583,2025-07-22,2025-10-26,Nexon,Base,Petrol,White,Digital,SP9,1127358,49330,Yes,No,87762,1078028
INV10584,2024-02-08,2025-05-02,Venue,Top,Diesel,Silver,Corporate,SP12,1104670,78919,Yes,Yes,72445,1025751
INV10585,2024-04-18,2024-05-03,Baleno,Mid,Diesel,Red,Walk-in,SP7,1771361,41716,Yes,Yes,29585,1729645
INV10586,2025-11-23,2025-09-17,Nexon,Mid,Diesel,Silver,Corporate,SP14,1451186,74624,No,Yes,112796,1376562
INV10587,2024-02-11,2025-02-17,Nexon,Top,Diesel,Blue,Digital,SP15,1042516,46982,No,Yes,112947,995534
INV10588,2024-07-04,2025-12-25,Nexon,Top,Diesel,Black,Walk-in,SP15,1048297,27444,Yes,Yes,118470,1020853
INV10589,2025-02-01,2024-06-20,Swift,Top,Diesel,Black,Referral,SP6,1286526,24734,Yes,Yes,96438,1261792
INV10590,2024-08-10,2024-10-14,Nexon,Base,EV,White,Digital,SP14,1629212,41745,Yes,No,56392,1587467
INV10591,2025-09-25,2025-03-10,Swift,Top,Petrol,White,Referral,SP2,1731869,34571,No,No,104267,1697298
INV10592,2024-05-12,2025-11-16,Nexon,Base,Diesel,Red,Walk-in,SP8,1647029,15389,Yes,No,103324,1631640
INV10593,2024-06-11,2024-04-22,Creta,Mid,Petrol,Red,Referral,SP13,1959222,45038,No,Yes,140866,1914184
INV10594,2024-08-02,2024-05-01,Baleno,Mid,EV,Blue,Digital,SP6,1603062,72795,No,Yes,51126,1530267
INV10595,2024-08-22,2025-06-27,Creta,Top,Diesel,White,Corporate,SP5,989881,45168,No,Yes,62485,944713
INV10596,2025-10-19,2024-08-09,Nexon,Base,Petrol,White,Referral,SP5,1217654,78082,No,Yes,130905,1139572
INV10597,2025-08-10,2025-09-22,Baleno,Top,Diesel,Red,Digital,SP1,760243,67690,Yes,Yes,131407,692553
INV10598,2024-01-09,2024-02-08,Baleno,Top,Diesel,Red,Digital,SP9,834956,74302,Yes,No,65798,760654
INV10599,2024-03-14,2025-05-11,Venue,Base,Diesel,Red,Walk-in,SP6,1876807,11230,Yes,Yes,88310,1865577
INV10600,2025-05-06,2024-08-20,Creta,Top,Diesel,Black,Digital,SP20,1793432,5902,No,No,29017,1787530
INV10601,2024-09-09,2025-06-13,Venue,Mid,Diesel,Silver,Corporate,SP7,1950278,66758,No,Yes,45700,1883520
INV10602,2024-08-17,2024-05-28,Baleno,Top,Diesel,Silver,Corporate,SP9,1598183,27050,Yes,No,110680,1571133
INV10603,2025-06-02,2025-01-31,Swift,Base,Diesel,White,Referral,SP5,1951537,74586,No,No,115446,1876951
INV10604,2024-06-22,2025-10-22,Baleno,Base,EV,Black,Referral,SP14,1917384,69110,No,No,128454,1848274
INV10605,2025-10-14,2025-09-29,Venue,Mid,EV,Red,Referral,SP5,1758181,76693,No,No,56507,1681488
INV10606,2024-06-16,2024-10-28,Creta,Base,Diesel,White,Referral,SP8,1042618,19575,Yes,No,67679,1023043
INV10607,2024-06-18,2024-12-25,Nexon,Base,Diesel,Black,Corporate,SP7,1407235,58940,Yes,No,112221,1348295
INV10608,2025-01-27,2024-08-25,Nexon,Mid,EV,Blue,Walk-in,SP13,997337,40244,Yes,No,109938,957093
INV10609,2025-09-25,2025-10-08,Creta,Top,EV,Black,Referral,SP13,721437,14962,No,Yes,57232,706475
INV10610,2024-07-12,2025-10-24,Nexon,Mid,EV,White,Walk-in,SP8,1854056,77332,Yes,Yes,115599,1776724
INV10611,2025-05-31,2024-08-23,Nexon,Top,Diesel,Silver,Digital,SP11,1032358,24450,Yes,No,109661,1007908
INV10612,2024-01-29,2024-07-21,Venue,Mid,Petrol,Red,Digital,SP18,1025608,53494,Yes,Yes,130685,972114
INV10613,2024-06-13,2024-09-12,Creta,Top,Petrol,Blue,Referral,SP19,1375475,45037,No,Yes,44020,1330438
INV10614,2025-02-25,2025-08-20,City,Mid,Petrol,Black,Digital,SP6,801065,30041,No,No,117239,771024
INV10615,2024-12-04,2025-10-23,Swift,Top,Petrol,White,Walk-in,SP2,506589,10715,No,Yes,77172,495874
INV10616,2025-10-09,2024-08-22,Swift,Mid,Diesel,White,Walk-in,SP13,1379427,21803,No,No,117305,1357624
INV10617,2025-05-10,2024-12-10,Nexon,Top,Petrol,Red,Digital,SP11,536375,68906,No,Yes,33746,467469
INV10618,2024-12-30,2025-06-17,Swift,Mid,EV,White,Referral,SP1,543085,61726,Yes,No,141976,481359
INV10619,2024-12-07,2025-04-10,Creta,Base,EV,White,Walk-in,SP2,1085128,1908,Yes,Yes,83537,1083220
INV10620,2025-05-14,2025-06-24,Creta,Top,Petrol,Red,Walk-in,SP17,1198560,37075,No,No,24094,1161485
INV10621,2025-10-18,2024-07-31,Baleno,Mid,EV,Blue,Corporate,SP8,1383479,64587,No,Yes,88466,1318892
INV10622,2025-05-25,2025-04-07,Baleno,Top,Diesel,Silver,Referral,SP2,1579558,53648,Yes,Yes,119067,1525910
INV10623,2024-11-22,2025-03-11,Swift,Top,Petrol,Silver,Corporate,SP6,1434250,21134,No,Yes,50755,1413116
INV10624,2024-08-04,2024-10-09,City,Mid,Petrol,Black,Digital,SP5,1839234,56143,No,No,115641,1783091
INV10625,2024-10-27,2025-07-15,Baleno,Top,Diesel,Blue,Digital,SP16,695961,69123,No,No,31552,626838
INV10626,2024-05-11,2025-08-29,Baleno,Mid,EV,Black,Corporate,SP8,1945643,45153,No,Yes,121754,1900490
INV10627,2024-03-10,2025-04-07,Creta,Base,Diesel,Silver,Referral,SP19,1909108,2413,No,Yes,79491,1906695
INV10628,2024-09-08,2025-02-10,City,Top,Diesel,Red,Walk-in,SP16,544845,22555,Yes,No,39779,522290
INV10629,2025-02-18,2024-03-28,Nexon,Base,EV,White,Digital,SP13,1802835,10952,Yes,Yes,49000,1791883
INV10630,2025-03-20,2024-02-13,Swift,Top,Diesel,Silver,Referral,SP20,1656993,68993,No,Yes,105639,1588000
INV10631,2024-06-30,2025-04-05,Baleno,Top,EV,Blue,Referral,SP7,613436,74000,No,No,73953,539436
INV10632,2024-06-15,2024-10-04,City,Top,EV,Silver,Digital,SP16,1786774,66686,Yes,No,77564,1720088
INV10633,2024-03-31,2025-11-13,City,Mid,Diesel,Blue,Digital,SP16,1831879,32264,No,Yes,34102,1799615
INV10634,2025-12-14,2025-02-24,Swift,Base,EV,Blue,Referral,SP12,988288,47553,Yes,No,21861,940735
INV10635,2025-06-14,2025-12-01,City,Top,Diesel,Blue,Walk-in,SP14,589788,54359,No,Yes,63574,535429
INV10636,2024-02-08,2024-12-18,City,Mid,EV,Black,Corporate,SP18,1130010,9808,Yes,Yes,52682,1120202
INV10637,2024-05-05,2025-11-26,City,Top,Petrol,Red,Digital,SP18,1785020,52330,Yes,No,98819,1732690
INV10638,2025-03-26,2025-05-29,Baleno,Mid,EV,Silver,Corporate,SP16,1338884,38345,No,Yes,111133,1300539
INV10639,2024-06-21,2025-12-03,Swift,Top,EV,Red,Referral,SP20,1570781,69617,No,No,134797,1501164
INV10640,2025-10-14,2025-09-21,City,Base,Diesel,White,Corporate,SP16,769608,39222,Yes,No,97972,730386
INV10641,2024-08-07,2024-01-19,City,Base,EV,Silver,Walk-in,SP13,1529356,57755,No,Yes,141237,1471601
INV10642,2025-09-29,2024-01-23,Baleno,Top,Petrol,Red,Referral,SP9,703729,8933,Yes,No,113960,694796
INV10643,2024-02-27,2025-02-16,Swift,Mid,Petrol,Red,Walk-in,SP9,771984,68207,No,Yes,85185,703777
INV10644,2025-10-21,2024-01-30,Creta,Top,EV,White,Referral,SP13,995832,43739,No,No,94426,952093
INV10645,2025-04-20,2024-04-17,Baleno,Mid,EV,Blue,Walk-in,SP4,802912,47738,No,Yes,68120,755174
INV10646,2025-03-31,2025-01-01,Swift,Top,Petrol,Silver,Referral,SP9,1307359,21883,Yes,No,58297,1285476
INV10647,2024-12-26,2024-10-07,City,Mid,Diesel,Silver,Walk-in,SP15,1507438,43401,Yes,Yes,134147,1464037
INV10648,2024-01-01,2024-05-07,Swift,Base,Petrol,White,Referral,SP14,1563905,15380,No,Yes,28299,1548525
INV10649,2025-01-21,2024-08-16,Swift,Top,Petrol,Blue,Walk-in,SP19,1564367,18212,Yes,No,61348,1546155
INV10650,2024-12-13,2024-04-20,Nexon,Base,EV,Silver,Referral,SP12,1863347,28174,No,Yes,61384,1835173
INV10651,2024-07-08,2024-05-15,Swift,Base,EV,Silver,Walk-in,SP6,1939605,6861,Yes,Yes,137182,1932744
INV10652,2025-05-19,2024-12-27,Creta,Top,Petrol,Silver,Digital,SP3,1169732,6094,No,Yes,96693,1163638
INV10653,2024-07-09,2024-07-04,Swift,Top,Diesel,Blue,Corporate,SP20,1531743,51319,Yes,Yes,115299,1480424
INV10654,2025-05-22,2025-10-17,Creta,Mid,Petrol,White,Referral,SP16,871698,46728,Yes,Yes,52687,824970
INV10655,2025-01-03,2025-08-06,City,Mid,Petrol,Silver,Walk-in,SP20,630436,24363,Yes,Yes,84577,606073
INV10656,2025-02-12,2024-05-08,Creta,Base,Diesel,Red,Digital,SP17,1635649,39300,Yes,No,80047,1596349
INV10657,2024-04-26,2024-09-17,City,Mid,Petrol,Blue,Referral,SP16,1798470,54808,Yes,No,30191,1743662
INV10658,2024-05-13,2025-05-29,City,Mid,Petrol,Black,Referral,SP6,796514,5943,Yes,No,76884,790571
INV10659,2024-02-27,2025-03-24,Creta,Top,EV,White,Referral,SP8,1599984,42616,No,No,74911,1557368
INV10660,2025-07-09,2024-04-13,Baleno,Mid,Diesel,Red,Corporate,SP19,1901661,74329,No,Yes,97303,1827332
INV10661,2025-11-15,2025-04-27,Venue,Base,EV,Silver,Walk-in,SP2,916919,25287,Yes,Yes,103447,891632
INV10662,2025-11-02,2024-08-11,Swift,Mid,EV,Black,Walk-in,SP14,1694882,33971,No,No,114165,1660911
INV10663,2024-06-21,2025-05-05,Nexon,Base,Diesel,White,Referral,SP12,638604,56152,Yes,Yes,120330,582452
INV10664,2024-05-28,2025-04-17,Venue,Top,Diesel,Blue,Referral,SP17,797560,42351,No,No,112480,755209
INV10665,2024-03-20,2024-01-10,Swift,Base,Petrol,Black,Referral,SP15,1621015,60040,No,Yes,63726,1560975
INV10666,2024-07-31,2025-02-08,Swift,Mid,EV,Black,Digital,SP18,1042530,60616,No,Yes,54623,981914
INV10667,2024-07-21,2024-10-28,City,Top,Diesel,Red,Referral,SP16,1205614,23897,No,No,133367,1181717
INV10668,2024-08-16,2024-08-18,Swift,Mid,EV,White,Corporate,SP13,1321681,23010,Yes,Yes,133219,1298671
INV10669,2025-11-06,2025-12-31,Nexon,Top,EV,Red,Walk-in,SP17,1381481,40154,No,No,143326,1341327
INV10670,2024-08-14,2024-03-06,Swift,Top,Diesel,Red,Corporate,SP8,1788223,20114,No,No,103517,1768109
INV10671,2025-10-20,2024-04-21,Creta,Mid,Petrol,Silver,Referral,SP1,1371510,19050,No,No,143089,1352460
INV10672,2025-06-15,2024-01-13,Venue,Mid,EV,Blue,Digital,SP3,794438,21125,Yes,Yes,70000,773313
INV10673,2025-03-16,2025-01-27,Creta,Top,Diesel,Black,Referral,SP16,896900,50396,No,Yes,91494,846504
INV10674,2025-02-05,2025-05-14,Nexon,Top,Petrol,White,Referral,SP2,917011,44846,Yes,No,100241,872165
INV10675,2024-02-16,2025-08-20,Swift,Mid,EV,Blue,Referral,SP15,1017351,20396,Yes,Yes,116172,996955
INV10676,2024-08-20,2024-08-21,Nexon,Base,Diesel,Blue,Referral,SP1,1215661,38973,No,No,83027,1176688
INV10677,2024-10-31,2025-08-24,City,Mid,EV,White,Referral,SP9,962403,23574,Yes,No,78995,938829
INV10678,2025-06-09,2024-11-09,Creta,Top,Diesel,Blue,Walk-in,SP16,641503,13869,No,Yes,62876,627634
INV10679,2024-05-22,2025-07-19,Creta,Mid,Diesel,Silver,Corporate,SP4,851771,66194,No,No,138217,785577
INV10680,2025-02-18,2024-01-12,Baleno,Base,EV,Blue,Digital,SP12,590381,62167,No,Yes,71070,528214
INV10681,2025-05-27,2024-07-27,Swift,Mid,EV,Silver,Referral,SP1,852171,56147,No,Yes,110688,796024
INV10682,2025-01-07,2024-01-14,City,Top,Diesel,Black,Digital,SP1,1801217,12122,No,Yes,124065,1789095
INV10683,2025-07-19,2025-09-24,Creta,Mid,Petrol,Black,Walk-in,SP7,1356798,43827,No,No,86224,1312971
INV10684,2024-09-15,2025-02-21,Creta,Top,EV,Red,Corporate,SP18,594176,13335,No,No,45365,580841
INV10685,2025-10-17,2025-03-12,City,Top,Diesel,Silver,Referral,SP15,835014,63576,Yes,Yes,49663,771438
INV10686,2025-04-15,2025-01-11,Nexon,Mid,Diesel,Black,Walk-in,SP13,1071675,21677,Yes,Yes,85436,1049998
INV10687,2024-01-12,2024-01-20,Nexon,Top,Petrol,Blue,Walk-in,SP16,1295736,28223,No,No,124610,1267513
INV10688,2024-11-25,2025-08-09,Swift,Top,Petrol,White,Corporate,SP7,591291,29814,No,Yes,123376,561477
INV10689,2024-12-23,2024-03-10,Baleno,Base,Petrol,White,Referral,SP16,1399321,43185,Yes,Yes,103275,1356136
INV10690,2025-02-11,2024-07-29,Creta,Base,EV,Silver,Corporate,SP13,1608062,76794,No,No,136375,1531268
INV10691,2025-10-29,2024-04-10,Baleno,Base,Diesel,Red,Corporate,SP14,1491348,75675,Yes,No,143229,1415673
INV10692,2025-01-07,2025-11-28,Nexon,Base,Diesel,Blue,Digital,SP17,922870,42325,Yes,No,83211,880545
INV10693,2024-01-08,2024-05-11,Nexon,Top,Diesel,Silver,Digital,SP12,1587820,40503,No,Yes,30909,1547317
INV10694,2024-05-01,2025-09-14,Venue,Mid,Petrol,White,Corporate,SP20,1947734,19514,No,No,80883,1928220
INV10695,2024-12-13,2025-01-15,Swift,Top,Diesel,Silver,Digital,SP13,550697,56196,Yes,No,32713,494501
INV10696,2025-11-06,2024-05-11,Venue,Top,EV,Blue,Walk-in,SP20,1212111,20917,Yes,No,32614,1191194
INV10697,2024-03-30,2024-01-20,Venue,Top,Petrol,Black,Corporate,SP15,1629674,54699,No,No,127625,1574975
INV10698,2025-10-09,2025-06-19,Venue,Mid,Petrol,Blue,Referral,SP4,1144034,50119,No,No,118097,1093915
INV10699,2025-11-28,2024-08-14,Swift,Base,Petrol,Black,Referral,SP2,1007099,25061,Yes,No,40734,982038
INV10700,2024-11-11,2024-06-02,Swift,Top,Petrol,Black,Walk-in,SP18,607772,9947,Yes,No,50709,597825
INV10701,2024-06-26,2025-04-13,City,Top,EV,Black,Referral,SP2,617928,32632,Yes,Yes,42885,585296
INV10702,2025-06-23,2025-02-08,Baleno,Base,Diesel,Silver,Referral,SP15,1595995,19352,No,No,91622,1576643
INV10703,2024-02-10,2024-07-20,Baleno,Top,EV,White,Corporate,SP19,1912812,23653,No,Yes,98267,1889159
INV10704,2025-12-04,2024-02-07,City,Mid,Diesel,Silver,Walk-in,SP15,1866825,67115,No,Yes,106128,1799710
INV10705,2025-05-16,2024-07-06,City,Top,EV,White,Corporate,SP20,696979,43755,Yes,No,33341,653224
INV10706,2024-05-24,2024-02-26,Nexon,Top,Petrol,Blue,Walk-in,SP10,523404,71988,Yes,Yes,59435,451416
INV10707,2024-07-19,2024-01-20,Venue,Base,Petrol,Red,Corporate,SP20,1359088,37921,No,No,32976,1321167
INV10708,2025-12-24,2024-09-29,City,Top,EV,Blue,Corporate,SP11,636774,59003,Yes,Yes,102910,577771
INV10709,2025-04-05,2024-04-28,Creta,Top,EV,Silver,Digital,SP10,600965,46668,Yes,No,144753,554297
INV10710,2025-07-11,2025-08-05,Baleno,Mid,Diesel,Silver,Referral,SP5,1719067,55175,Yes,Yes,97869,1663892
INV10711,2025-06-30,2025-05-30,City,Base,EV,White,Walk-in,SP9,1922115,47738,Yes,No,25290,1874377
INV10712,2024-09-09,2024-08-08,Creta,Base,EV,Silver,Referral,SP20,608269,53452,Yes,No,65812,554817
INV10713,2025-01-24,2025-06-09,Creta,Mid,Diesel,Black,Digital,SP19,1360276,68323,No,Yes,70528,1291953
INV10714,2025-08-16,2025-05-29,Creta,Top,Diesel,Silver,Walk-in,SP13,932458,46149,No,Yes,78570,886309
INV10715,2024-09-12,2025-12-28,Nexon,Base,Diesel,White,Digital,SP18,1411415,15839,No,No,131841,1395576
INV10716,2025-12-09,2024-12-01,Nexon,Base,EV,White,Referral,SP17,534142,2155,No,Yes,76399,531987
INV10717,2025-03-25,2025-11-28,Creta,Top,Diesel,Black,Corporate,SP6,609699,7019,No,No,68437,602680
INV10718,2024-01-10,2024-02-24,Nexon,Top,Petrol,White,Digital,SP10,1818113,54512,Yes,Yes,109122,1763601
INV10719,2024-08-29,2025-05-14,Venue,Base,Petrol,Red,Digital,SP2,1225299,61690,Yes,No,77907,1163609
INV10720,2024-09-07,2025-06-19,Creta,Top,Petrol,Blue,Corporate,SP6,1224442,26190,Yes,Yes,140992,1198252
INV10721,2024-01-05,2024-06-10,Venue,Base,EV,Silver,Referral,SP13,602281,10928,No,No,101876,591353
INV10722,2024-04-28,2025-10-31,Venue,Top,Petrol,Red,Digital,SP18,1970685,48425,Yes,Yes,68723,1922260
